ship_postal_code,ship_city,ship_state
689597.0,Pathanamthitta,Kerala
385360.0,Patan,Gujarat
792111.0,Sunpura,Arunachal Pradesh
637301.0,Sankari,Tamil Nadu
403503.0,Bardez,Goa
575017.0,Ullal,Karnataka
334403.0,Bikaner,Rajasthan
680618.0,Thrissur,Kerala
638108.0,Tiruppur,Tamil Nadu
275102.0,Maunath Bhanjan,Uttar Pradesh
441102.0,Khaperkheda,Maharashtra
394375.0,Uchchhal,Gujarat
365430.0,Lathi,Gujarat
496116.0,Dharamjaigarh,Chhattisgarh
485881.0,Ramnagar,Madhya Pradesh
690559.0,Alappuzha,Kerala
829108.0,Gidi,Jharkhand
263637.0,Almora,Uttarakhand
754006.0,Cuttack,Odisha
573202.0,Hassan,Karnataka
679582.0,Edappal,Kerala
531151.0,Visakhapatnam,Andhra Pradesh
685586.0,Thodupuzha,Kerala
221602.0,Mau,Uttar Pradesh
413109.0,Natepute,Maharashtra
781308.0,Barpeta,Assam
242405.0,Khutar,Uttar Pradesh
628151.0,Athur Thoothukkudi District,Tamil Nadu
689653.0,Pathanamthitta,Kerala
503125.0,Kamareddy,Telangana
721124.0,Balichak,West Bengal
686587.0,Ettumanoor,Kerala
637211.0,Tiruchengode,Tamil Nadu
581411.0,Tattilli,Karnataka
123411.0,Rewari,Haryana
835223.0,Simdega,Jharkhand
689504.0,Alappuzha,Kerala
509204.0,Devarkadra,Telangana
224229.0,Sultanpur,Uttar Pradesh
453552.0,Indore,Madhya Pradesh
576225.0,Saligram Upupi,Karnataka
246171.0,Rudraprayag,Uttarakhand
741165.0,Nazirpur,West Bengal
627113.0,"Vallioor Via, Tirunelveli District",Tamil Nadu
503235.0,Nizamabad,Telangana
229206.0,Lalganj,Uttar Pradesh
688562.0,Alappuzha,Kerala
208004.0,Kanpur,Uttar Pradesh
679339.0,Vaniyambalam,Kerala
531061.0,Atchutapuram Apsez,Andhra Pradesh
401302.0,Virar West,Maharashtra
612002.0,Kumbakonam,Tamil Nadu
484224.0,Anuppur,Madhya Pradesh
125201.0,Kalanwali,Haryana
636140.0,Salem,Tamil Nadu
141016.0,Ludhiana,Punjab
524311.0,Nellore,Andhra Pradesh
125121.0,Khedar,Haryana
676506.0,Malappuram,Kerala
144207.0,Gardhiwala,Punjab
689648.0,Pathanamthitta,Kerala
782461.0,Manja Fish Market,Assam
276303.0,Azamgarh,Uttar Pradesh
713341.0,Asansol,West Bengal
306104.0,Sojat City,Rajasthan
757048.0,Rairangpur,Odisha
413108.0,Solapur,Maharashtra
723102.0,Puruliya,West Bengal
781023.0,Guwahati,Assam
606603.0,Tiruvannamalai,Tamil Nadu
176202.0,Nurpur,Himachal Pradesh
802136.0,Dumraon,Bihar
577219.0,"Honnali , Davangere",Karnataka
984196.0,Purnea,Bihar
680683.0,Irinjalakuda,Kerala
477557.0,Mehgaon,Madhya Pradesh
712407.0,Nalikul,West Bengal
822121.0,Garhwa,Jharkhand
224129.0,Ashrafpur Kichhauchha,Uttar Pradesh
690564.0,Kayamkulam,Kerala
500031.0,Hyderabad,Telangana
678501.0,Koduvayur,Kerala
508246.0,Anjani Portland Cement Factory,Telangana
629101.0,Edaikodu,Tamil Nadu
534156.0,"Duvva, Tanuku Mandalam,",Andhra Pradesh
689675.0,Ranni,Kerala
691557.0,Kollam,Kerala
524313.0,Kudithipalem,Andhra Pradesh
786002.0,Dibrugarh,Assam
689671.0,Pathanamthitta,Kerala
678546.0,Palakkad,Kerala
464881.0,Begamganj,Madhya Pradesh
689126.0,Chengannur,Kerala
363020.0,Surendranagar,Gujarat
413216.0,Solapur,Maharashtra
534176.0,West Godavari,Andhra Pradesh
370485.0,Mandvi,Gujarat
743165.0,Naihati,West Bengal
501504.0,Hyderabad,Telangana
796901.0,Saiha,Mizoram
144701.0,Jalandhar,Punjab
517127.0,Murakambattu,Andhra Pradesh
243123.0,Bareilly,Uttar Pradesh
443308.0,Buldhana,Maharashtra
679307.0,Koppam,Kerala
509002.0,Mahbubnagar,Telangana
523330.0,Tripuranthakam,Andhra Pradesh
801507.0,Patna,Bihar
571402.0,Mandya,Karnataka
783126.0,Kharijapikon,Assam
533247.0,Thatipaka,Andhra Pradesh
824127.0,Aurangabad,Bihar
431806.0,Mudkhed,Maharashtra
396560.0,Navsari,Gujarat
401104.0,Thane,Maharashtra
679563.0,Vylathur,Kerala
845418.0,Dhaka,Bihar
140101.0,Morinda,Punjab
370427.0,Bhuj,Gujarat
441910.0,Pauni,Maharashtra
302040.0,Jaipur,Rajasthan
276140.0,Azamgarh,Uttar Pradesh
451113.0,Khargone,Madhya Pradesh
422211.0,Surgana,Maharashtra
686663.0,Ernakulam,Kerala
625501.0,Madurai,Tamil Nadu
679523.0,Vaniyamkulam Ii,Kerala
494444.0,Bijapur,Chhattisgarh
833215.0,Tonto,Jharkhand
584116.0,Raichur,Karnataka
781301.0,Barpeta,Assam
532243.0,Srikakulam,Andhra Pradesh
273209.0,Gida Gorakhpur,Uttar Pradesh
522035.0,Guntur,Andhra Pradesh
362720.0,Kodinar,Gujarat
812004.0,Bhagalpur,Bihar
143534.0,Pathankot,Punjab
577552.0,Davangere,Karnataka
505331.0,Karimnagar,Telangana
586128.0,Sindagi,Karnataka
244225.0,Bachhraon,Uttar Pradesh
614703.0,Thiruthuraipoondi,Tamil Nadu
521340.0,Kaikalur,Andhra Pradesh
324007.0,Kota,Rajasthan
601206.0,Chennai,Tamil Nadu
333042.0,Nawalgarh,Rajasthan
686532.0,Changanassery,Kerala
523183.0,Industrial Growth Centre Thimmanapalem,Andhra Pradesh
522660.0,Vinukonda,Andhra Pradesh
793106.0,Ranikor,Meghalaya
416701.0,Lanja,Maharashtra
263632.0,Kapkot,Uttarakhand
690527.0,Kayamkulam,Kerala
191201.0,Ganderbal,Jammu & Kashmir
733124.0,Gangarampur,West Bengal
673603.0,Kozhikode,Kerala
522020.0,Amaravathi,Andhra Pradesh
785704.0,Jorhat,Assam
425408.0,Dondaicha Warwade,Maharashtra
847307.0,Darbhanga,Bihar
577213.0,Channgiri,Karnataka
743262.0,Gopalnagar,West Bengal
496223.0,Kansabel,Chhattisgarh
601101.0,Arani Thiruvallur District,Tamil Nadu
764037.0,Nandapur,Odisha
638181.0,Velur,Tamil Nadu
680641.0,Anthicad,Kerala
501503.0,Rangareddy,Telangana
442902.0,Ordnance Factory Bhadravati Township,Maharashtra
531084.0,Golugonda,Andhra Pradesh
686636.0,Ernakulam,Kerala
160054.0,Mohali,Punjab
415004.0,Satara Midc,Maharashtra
638402.0,Sathyamangalam,Tamil Nadu
518360.0,Yemmiganur,Andhra Pradesh
803201.0,Fatwah,Bihar
673102.0,Madappally,Kerala
521329.0,Mudinepalle,Andhra Pradesh
250341.0,Meerut,Uttar Pradesh
522308.0,Tenali,Andhra Pradesh
395023.0,Surat,Gujarat
413705.0,Rahuri,Maharashtra
241126.0,Kachhauna Patseni,Uttar Pradesh
517326.0,Madanapalle,Andhra Pradesh
508252.0,Choutuppal,Telangana
493195.0,Hirmi,Chhattisgarh
784168.0,Gohpur,Assam
517124.0,Chittoor,Andhra Pradesh
422403.0,Igatpuri,Maharashtra
608401.0,Chidambaram,Tamil Nadu
517643.0,Chittoor,Andhra Pradesh
413101.0,Akluj,Maharashtra
743363.0,Piali,West Bengal
743290.0,Dist. - N 24 Parganas,West Bengal
245207.0,Baksar,Uttar Pradesh
759117.0,Ntpc Kaniha Township,Odisha
782103.0,Raha Town,Assam
600120.0,Chennai,Tamil Nadu
415404.0,Kasegaon Tal Walwa Dist Sangli,Maharashtra
143008.0,Amritsar,Punjab
673632.0,Kozhikode,Kerala
523167.0,Inkollu,Andhra Pradesh
627001.0,Tirunelveli,Tamil Nadu
572214.0,Chiknayakanhalli,Karnataka
331803.0,Sridungargarh,Rajasthan
385340.0,Radhanpur,Gujarat
503002.0,Nizamabad,Telangana
244301.0,Sirsi,Uttar Pradesh
582118.0,Mundargi,Karnataka
174316.0,Amb,Himachal Pradesh
585329.0,Bidar,Karnataka
325223.0,Baram,Rajasthan
171219.0,Shoghi,Himachal Pradesh
678642.0,Palakkad,Kerala
224152.0,Ambedkarnager,Uttar Pradesh
134202.0,Shahzadpur,Haryana
121106.0,Hodal,Haryana
795150.0,Senapati,Manipur
507157.0,Khammam,Telangana
326502.0,Bhawani Mandi,Rajasthan
783394.0,Chirang,Assam
243726.0,Wazirganj,Uttar Pradesh
201206.0,Muradnagar,Uttar Pradesh
283121.0,Kheragarh,Uttar Pradesh
275303.0,Dohrighat,Uttar Pradesh
636112.0,Salem,Tamil Nadu
754204.0,Cuttack,Odisha
424201.0,Pachora,Maharashtra
603306.0,Maduranthakam,Tamil Nadu
451770.0,Pansemal,Madhya Pradesh
621703.0,Lalgudi,Tamil Nadu
605766.0,Villupuram,Tamil Nadu
673582.0,Kozhikode,Kerala
844118.0,Muzaffarpur,Bihar
507128.0,Kothagudem,Telangana
415615.0,Ganpatipule,Maharashtra
721628.0,Kapasaria,West Bengal
416511.0,Banda,Maharashtra
518412.0,Kurnool,Andhra Pradesh
680590.0,Kumaranellur,Kerala
754029.0,Cuttack,Odisha
472001.0,Tikamgarh,Madhya Pradesh
571404.0,Mandya,Karnataka
127028.0,Bhiwani,Haryana
360055.0,Devdhari,Gujarat
442905.0,Rajura,Maharashtra
631151.0,Thakkolam,Tamil Nadu
402106.0,Nagothane,Maharashtra
403102.0,Chorao,Goa
848114.0,Dalsinghsarai,Bihar
627858.0,Sundarapandiapuram,Tamil Nadu
305623.0,Masuda,Rajasthan
843165.0,Muzaffarpur,Bihar
480553.0,Jamai,Madhya Pradesh
210424.0,Kabrai,Uttar Pradesh
670613.0,Iriveri,Kerala
244925.0,Tanda Rampur District,Uttar Pradesh
695142.0,Varkala,Kerala
833219.0,Seraikella,Jharkhand
413544.0,Shirur Anantpal,Maharashtra
587122.0,Belagavi,Karnataka
283151.0,Sirsaganj,Uttar Pradesh
643231.0,Coonoor,Tamil Nadu
331403.0,Sardarshahar,Rajasthan
673604.0,Kozhikode,Kerala
689505.0,Allapuzha,Kerala
560007.0,Bengaluru,Karnataka
695562.0,Thiruvananthapuram,Kerala
614204.0,Thanjavur,Tamil Nadu
735203.0,Binnaguri,West Bengal
844509.0,Vaishali,Bihar
735202.0,Jalpaiguri,West Bengal
495682.0,Korba,Chhattisgarh
176125.0,Kangra,Himachal Pradesh
612602.0,Natchiarkoil,Tamil Nadu
680008.0,Thrissur,Kerala
145025.0,Pathankot,Punjab
844503.0,Vaishali,Bihar
673521.0,Iringal,Kerala
365601.0,Amreli,Gujarat
444902.0,Amravati,Maharashtra
695512.0,Koovalaseery.P.O,Kerala
461990.0,Bankhedi,Madhya Pradesh
735231.0,Jalpaiguri,West Bengal
190004.0,Srinagar,Jammu & Kashmir
531113.0,Makavarapalem,Andhra Pradesh
271310.0,Tarabganj,Uttar Pradesh
507117.0,Manugur,Telangana
495690.0,Jaijaipur,Chhattisgarh
402209.0,Alibag,Maharashtra
505303.0,Karimnagar,Telangana
676109.0,Tirur,Kerala
682007.0,Ernakulam,Kerala
382028.0,Gandhinagar,Gujarat
695308.0,Trivandrum,Kerala
700147.0,Rajpur Sonarpur,West Bengal
522508.0,Guntur,Andhra Pradesh
521106.0,Kanumolu,Andhra Pradesh
689109.0,Chengannur,Kerala
532195.0,Srikakulam,Andhra Pradesh
768218.0,Belpahar,Odisha
221716.0,Ballia,Uttar Pradesh
683543.0,Perumbavoor,Kerala
416526.0,Kolhapur,Maharashtra
571438.0,Srirangapatna,Karnataka
831019.0,Jamshedpur,Jharkhand
585318.0,Kalaburgi,Karnataka
444104.0,Akola,Maharashtra
828108.0,Jorapokhar,Jharkhand
261401.0,Misrikh Cum Neemsar,Uttar Pradesh
577126.0,Koppa,Karnataka
854330.0,Kasba,Bihar
676510.0,Malappuram,Kerala
246127.0,Dogadda,Uttarakhand
531022.0,Visakhapatnam,Andhra Pradesh
530015.0,Visakhapatnam,Andhra Pradesh
586130.0,Vijayapura,Karnataka
396105.0,Bhilad,Gujarat
246745.0,Sahaspur,Uttar Pradesh
457226.0,Jaora,Madhya Pradesh
383255.0,Khedbrahma,Gujarat
796008.0,Aizawl,Mizoram
410217.0,Navi Mumbai,Maharashtra
506371.0,Warangal,Telangana
721636.0,Tamluk,West Bengal
177040.0,Nadaun,Himachal Pradesh
606801.0,Chetpet,Tamil Nadu
585311.0,Aland,Karnataka
670694.0,Panniyannur,Kerala
221603.0,Mau,Uttar Pradesh
522303.0,Gundimeda,Andhra Pradesh
533238.0,Ravulapalem,Andhra Pradesh
643224.0,Naduvattam,Tamil Nadu
160001.0,Chandigarh,Chandigarh
522435.0,"Maachavaram, Piduguralla",Andhra Pradesh
141105.0,Akalgarh,Punjab
791112.0,Doimukh,Arunachal Pradesh
601102.0,Chennai,Tamil Nadu
521175.0,Jaggaiahpet,Andhra Pradesh
670334.0,Pariyaram,Kerala
400035.0,Mumbai,Maharashtra
416114.0,Kolhapur,Maharashtra
464228.0,Sironj,Madhya Pradesh
244712.0,Jaspur,Uttarakhand
521212.0,Vijayawada,Andhra Pradesh
345021.0,Pokaran,Rajasthan
425111.0,Parola,Maharashtra
713427.0,Burdwan,West Bengal
686668.0,Ernakulam,Kerala
686693.0,Ernakulam,Kerala
571235.0,Shanivarsante,Karnataka
764002.0,Koraput,Odisha
683579.0,Angamaly,Kerala
722132.0,Bankura,West Bengal
563131.0,Mulbagal,Karnataka
181102.0,Ranbirsinghpora,Jammu & Kashmir
431717.0,Deglur,Maharashtra
272150.0,Basti,Uttar Pradesh
783369.0,Salakati,Assam
847233.0,Benipur,Bihar
262802.0,Gola Gokarannath,Uttar Pradesh
635804.0,Ambur,Tamil Nadu
581324.0,Karwar,Karnataka
394635.0,Dolvan,Gujarat
534401.0,Pulla,Andhra Pradesh
689124.0,Chengannur,Kerala
574509.0,Mangaluru,Karnataka
423102.0,Deola,Maharashtra
303338.0,Phulera,Rajasthan
445207.0,Nanded Waghala,Maharashtra
110004.0,New Delhi,Delhi
577426.0,Hosanagara,Karnataka
441224.0,Mul,Maharashtra
532284.0,Sompeta,Andhra Pradesh
561207.0,Bagepalli,Karnataka
277207.0,Maniyar,Uttar Pradesh
626106.0,Kariapatti,Tamil Nadu
276304.0,Phoolpur,Uttar Pradesh
636141.0,Attur,Tamil Nadu
333503.0,Khetri,Rajasthan
416519.0,Kudal,Maharashtra
680652.0,Thrissur,Kerala
638501.0,Anthiyur,Tamil Nadu
190024.0,Srinagar,Jammu & Kashmir
678702.0,Palakkad,Kerala
365455.0,Amreli,Gujarat
416011.0,Kolhapur,Maharashtra
230132.0,Lalganj,Uttar Pradesh
415519.0,Satara,Maharashtra
466116.0,Ashta,Madhya Pradesh
590017.0,Belagavi,Karnataka
671122.0,Kasaragod,Kerala
688525.0,Muhamma,Kerala
141006.0,Ludhiana,Punjab
141120.0,Ludhiana,Punjab
670306.0,Payyannur,Kerala
784507.0,Mazbat,Assam
401503.0,Mumbai,Maharashtra
524309.0,Nellore District,Andhra Pradesh
534207.0,Bhimavaram,Andhra Pradesh
144402.0,Phagwara,Punjab
533221.0,Amalapuram,Andhra Pradesh
562104.0,Kolar,Karnataka
682553.0,Agatti,Lakshadweep
502110.0,Medak,Telangana
680026.0,Thrissur,Kerala
401608.0,Palghar,Maharashtra
490021.0,Bhilai Charoda,Chhattisgarh
284200.0,Jhansi,Uttar Pradesh
626189.0,Sivakasi,Tamil Nadu
444503.0,"Kenwad, Malegaon Jahagir",Maharashtra
263653.0,Dwarahat,Uttarakhand
243403.0,Bareilly,Uttar Pradesh
678598.0,Mannarkkad,Kerala
670563.0,Kalliasseri,Kerala
847239.0,Pandual,Bihar
445307.0,Yavatmal,Maharashtra
193302.0,Handwara,Jammu & Kashmir
638312.0,Jambai,Tamil Nadu
631003.0,Arakonam,Tamil Nadu
636012.0,Karuppur,Tamil Nadu
671552.0,Perla Town,Kerala
751011.0,Bhubaneswar,Odisha
450112.0,Mundi,Madhya Pradesh
382315.0,Ahmedabad,Gujarat
627756.0,Sankarankoil,Tamil Nadu
361003.0,Jamnagar,Gujarat
271502.0,Colonelganj,Uttar Pradesh
625015.0,Thiruparankundram,Tamil Nadu
783392.0,Bongaigaon,Assam
532168.0,Pondura,Andhra Pradesh
678593.0,"Mannarkkad , Palakkad",Kerala
721134.0,Kolaghat,West Bengal
852122.0,Murliganj,Bihar
767016.0,Tarbha,Odisha
822114.0,Garhwa,Jharkhand
766105.0,Nuapada,Odisha
140406.0,Sirhind,Punjab
626102.0,"S. Ramalingapuram,Virudhunagar District",Tamil Nadu
626138.0,Srivilliputhur,Tamil Nadu
635803.0,Vellore,Tamil Nadu
523292.0,Ulavapadu,Andhra Pradesh
796014.0,Aizawl,Mizoram
609604.0,Karaikal,Puducherry
403403.0,Panjim,Goa
679123.0,Ganeshgiri (P O) Shoranur,Kerala
301404.0,Khairthal,Rajasthan
462004.0,Bhopal,Madhya Pradesh
144513.0,Nawanshahar,Punjab
517551.0,"Vadamalpet (M), Chittoor (D.T)",Andhra Pradesh
680619.0,Vadanappally,Kerala
562163.0,Doddaballapura Apparel Park,Karnataka
370435.0,Mundra,Gujarat
627853.0,Nallur Tirunelveli District,Tamil Nadu
126116.0,Narwana,Haryana
841245.0,Siwan,Bihar
272202.0,Naugarh,Uttar Pradesh
423208.0,Malegaon,Maharashtra
571123.0,Gundlupet,Karnataka
741126.0,Bethuadharai,West Bengal
524226.0,Nellore,Andhra Pradesh
401304.0,Nallasopara,Maharashtra
401102.0,Saphale,Maharashtra
203394.0,Jahangirabad,Uttar Pradesh
175019.0,Sundernagr,Himachal Pradesh
209866.0,Unnao,Uttar Pradesh
679337.0,Palakkad,Kerala
614713.0,Thiruthuraipoondi,Tamil Nadu
799035.0,Bankimnagar,Tripura
480441.0,Chandameta Butaria,Madhya Pradesh
209202.0,Bilhaur,Uttar Pradesh
524401.0,Apiic Tada,Andhra Pradesh
761123.0,Bhanjanagar,Odisha
507158.0,Khammam District,Telangana
389350.0,Halol,Gujarat
416415.0,Sangli Miraj Kupwad,Maharashtra
534326.0,Penugonda,Andhra Pradesh
742303.0,Karimpur,West Bengal
636454.0,Nangavalli,Tamil Nadu
607201.0,Ulundurpet,Tamil Nadu
680508.0,Thrissur,Kerala
639136.0,Karur,Tamil Nadu
496225.0,Kunkuri,Chhattisgarh
639113.0,Karur,Tamil Nadu
678574.0,Palakkad Kerala,Kerala
507119.0,Kothagudem,Telangana
628251.0,Thoothukudi,Tamil Nadu
627010.0,Pettai,Tamil Nadu
811315.0,Sheikhpura,Bihar
571211.0,Virajpet,Karnataka
441701.0,Bhandara,Maharashtra
763004.0,Sunabeda,Odisha
781128.0,Azara,Assam
673595.0,Sultan Bathery,Kerala
533242.0,Razole,Andhra Pradesh
232103.0,Chakia Chandaulu,Uttar Pradesh
636452.0,Mettur Dam,Tamil Nadu
396424.0,Navsari,Gujarat
576215.0,Udupi,Karnataka
629602.0,Puthalam,Tamil Nadu
629901.0,Nagercoil,Tamil Nadu
124021.0,Rohtak,Haryana
233232.0,Chandauli,Uttar Pradesh
799210.0,Agartala,Tripura
585309.0,Gogipeth,Karnataka
732207.0,Malda,West Bengal
174401.0,Sundarnagar,Himachal Pradesh
581318.0,Sirsi,Karnataka
250617.0,Chhaprauli,Uttar Pradesh
521122.0,Avanigadda,Andhra Pradesh
767039.0,Kantabanji,Odisha
625518.0,Gudalur,Tamil Nadu
123506.0,Farrukh Nagar,Haryana
590018.0,Belagavi,Karnataka
396045.0,Valsad,Gujarat
621707.0,Ariyalur,Tamil Nadu
229412.0,Allahabad,Uttar Pradesh
577414.0,Tirthahalli,Karnataka
506381.0,Dornakal,Telangana
396170.0,Umbergaon,Gujarat
517589.0,Chittoor,Andhra Pradesh
505415.0,Choppadandi,Telangana
250406.0,Merrut,Uttar Pradesh
313004.0,Udaipur,Rajasthan
517421.0,Chittoor,Andhra Pradesh
273405.0,Gorakhpur,Uttar Pradesh
503217.0,Nizamabad,Telangana
641608.0,Tiruppur,Tamil Nadu
175045.0,Mandi,Himachal Pradesh
734104.0,Darjeeling,West Bengal
583119.0,"Sandur Taluk, Bellary District",Karnataka
391210.0,Dabhoi,Gujarat
534467.0,T.Narasapuram Mandalam,Andhra Pradesh
143117.0,Tarn Taran,Punjab
721605.0,Haldia,West Bengal
210507.0,Maudaha,Uttar Pradesh
757003.0,Baripada,Odisha
226009.0,Lucknow,Uttar Pradesh
244928.0,Kemri,Uttar Pradesh
143519.0,Dhariwal,Punjab
629303.0,Ramapuram,Tamil Nadu
176216.0,Kangra,Himachal Pradesh
713169.0,Debipur,West Bengal
523265.0,Mundlamuru,Andhra Pradesh
396030.0,Valsad,Gujarat
335513.0,Hanumangarh,Rajasthan
641033.0,Coimbatore,Tamil Nadu
602026.0,Uthukkottai,Tamil Nadu
388220.0,Umreth,Gujarat
670673.0,Kannur,Kerala
144416.0,Jalandhar,Punjab
263658.0,Almora,Uttarakhand
686603.0,Kottayam,Kerala
403108.0,Old Goa,Goa
803215.0,"Barh, Patna",Bihar
799285.0,Kamalpur,Tripura
690528.0,Kulasekharapuram,Kerala
630606.0,Manamadurai,Tamil Nadu
517167.0,Chittoor,Andhra Pradesh
630106.0,Sivagangai  District,Tamil Nadu
505416.0,Dharmaram Karimnagar District,Telangana
284204.0,Mauranipur,Uttar Pradesh
845306.0,West Champaran,Bihar
241123.0,Pali Hardoi District,Uttar Pradesh
388121.0,Anand,Gujarat
364004.0,Bhavnagar,Gujarat
606003.0,Virudhachalam,Tamil Nadu
506244.0,Warangal,Telangana
144012.0,Jalandhar,Punjab
403003.0,Panaji,Goa
507118.0,Kothagudem,Telangana
205262.0,Bhogaon,Uttar Pradesh
172107.0,Reckong Peo,Himachal Pradesh
431714.0,Kandhar,Maharashtra
801111.0,Patna,Bihar
832104.0,Musabani,Jharkhand
515832.0,Anantapur,Andhra Pradesh
533216.0,Mummidivaram,Andhra Pradesh
422213.0,Nashik,Maharashtra
711113.0,Howrah,West Bengal
416609.0,Kankavli,Maharashtra
782450.0,Baithalangso,Assam
521120.0,Guntur,Andhra Pradesh
505525.0,Elgaid,Telangana
174027.0,Bilaspur,Himachal Pradesh
628552.0,Kalugumalai,Tamil Nadu
752026.0,Ranpur,Odisha
423301.0,Satana,Maharashtra
629171.0,Kanniyakumari,Tamil Nadu
224206.0,Faizabad,Uttar Pradesh
341303.0,Didwana,Rajasthan
177101.0,Dehra H.O,Himachal Pradesh
224204.0,Bikapur,Uttar Pradesh
691590.0,Perinad,Kerala
361009.0,Jamnagar,Gujarat
229404.0,Unchahar,Uttar Pradesh
362530.0,Khapat,Gujarat
803119.0,Rahui Block. Local Town-Biharsarif,Bihar
202165.0,Aligarh,Uttar Pradesh
223221.0,Azamgarh,Uttar Pradesh
431154.0,Aurangabad,Maharashtra
173213.0,Solan,Himachal Pradesh
516172.0,Mydukur,Andhra Pradesh
192303.0,Shopian,Jammu & Kashmir
635113.0,Kelamangalam,Tamil Nadu
577116.0,Birur,Karnataka
628717.0,Thoothukkudi,Tamil Nadu
575023.0,Ullal,Karnataka
444107.0,Murtajapur,Maharashtra
680509.0,Mullassery,Kerala
785664.0,Sibsagar,Assam
276406.0,Azamgarh,Uttar Pradesh
673527.0,Kozhikode,Kerala
580005.0,Dharwad,Karnataka
627425.0,Vikramasingapuram,Tamil Nadu
174301.0,Santokhgarh,Himachal Pradesh
505469.0,Manakondur,Telangana
321611.0,Todabhim,Rajasthan
133202.0,Ambala,Haryana
629154.0,Ezhudesam,Tamil Nadu
756046.0,Balasore,Odisha
583217.0,"Huvinahadagali (Tq),, Ballari (D)",Karnataka
141116.0,Ludhiana,Punjab
364240.0,Sihor,Gujarat
181121.0,Jammu,Jammu & Kashmir
273155.0,Anandnagar,Uttar Pradesh
762014.0,Boudh,Odisha
423601.0,Singnapur Kopargaon,Maharashtra
670705.0,Kannur,Kerala
518543.0,Kurnool,Andhra Pradesh
761052.0,Golabandha,Odisha
691331.0,Punalur,Kerala
282008.0,Agra,Uttar Pradesh
301701.0,Behror,Rajasthan
494115.0,Dantewada,Chhattisgarh
743245.0,Sonatikiri,West Bengal
828113.0,Nagri Kalan,Jharkhand
743337.0,Jaynagar Mazilpur,West Bengal
535006.0,Vizianagaram,Andhra Pradesh
637020.0,Namakkal,Tamil Nadu
843330.0,Sonbarsa,Bihar
485334.0,Chitrakoot,Madhya Pradesh
691526.0,Enathu,Kerala
248870.0,Bisalpur,Uttar Pradesh
741121.0,Badkulla,West Bengal
382042.0,Gandhinagar,Gujarat
711322.0,Panchla,West Bengal
577221.0,Davanagere,Karnataka
637101.0,Edappadi,Tamil Nadu
321302.0,Rupbas,Rajasthan
490024.0,Bhilai,Chhattisgarh
401210.0,Vasai Virar,Maharashtra
671315.0,Kanhangad,Kerala
686141.0,Vaikom,Kerala
821111.0,Sheosagar,Bihar
140402.0,Rajpura,Punjab
686671.0,Kothamangalam,Kerala
333307.0,Udaipurwati Jhunjhunu,Rajasthan
228161.0,Kadipur,Uttar Pradesh
782462.0,Diphu,Assam
577412.0,Sagar,Karnataka
670327.0,Payyanur,Kerala
770024.0,Hemgir,Odisha
144031.0,Jalandhar,Punjab
678703.0,Alathur,Kerala
571443.0,Kollegal,Karnataka
173022.0,Renuka,Himachal Pradesh
388421.0,Kheda,Gujarat
851116.0,Begusarai,Bihar
246475.0,Jakholi,Uttarakhand
413208.0,Kurduwadi,Maharashtra
535568.0,Vizianagaram,Andhra Pradesh
764074.0,Raighar,Odisha
680309.0,Koratty,Kerala
682510.0,Kochi,Kerala
828101.0,Dhanbad,Jharkhand
754207.0,Cuttack,Odisha
781121.0,Guwahati,Assam
629193.0,Keezhkulam,Tamil Nadu
504311.0,Utnur,Telangana
328027.0,Dhaulpur,Rajasthan
410202.0,Khopoli,Maharashtra
152113.0,Firozpur,Punjab
841405.0,Barauli,Bihar
272154.0,Menhdawal,Uttar Pradesh
792121.0,Jairampur,Arunachal Pradesh
639107.0,Marudur,Tamil Nadu
835303.0,Ranchi,Jharkhand
341305.0,Nagaur,Rajasthan
614905.0,"Orathanad Taluk, Thanjavur Dt",Tamil Nadu
673309.0,Azhiyur,Kerala
502329.0,"Rudraram, Hyderabad",Telangana
829116.0,Kathhara,Jharkhand
144014.0,Jalandhar,Punjab
722140.0,Khatra,West Bengal
852210.0,Madhepura,Bihar
174305.0,Badsar,Himachal Pradesh
413302.0,Karkamb,Maharashtra
523190.0,Inkollu,Andhra Pradesh
532185.0,Amadalavalasa,Andhra Pradesh
391760.0,Vaghodia,Gujarat
481449.0,Tirodi,Madhya Pradesh
518218.0,Kallur,Andhra Pradesh
144301.0,Alawalpur,Punjab
678621.0,Kanjikode Industrial Area,Kerala
276135.0,Sagri,Uttar Pradesh
843314.0,Sitamarhi,Bihar
302011.0,Jaipur,Rajasthan
175106.0,Mandi,Himachal Pradesh
587201.0,Badami,Karnataka
144023.0,Jalandhar,Punjab
431516.0,Sonpeth,Maharashtra
403714.0,Quepem,Goa
791120.0,Hapoli,Arunachal Pradesh
174013.0,Barmana,Himachal Pradesh
680013.0,Thrissur,Kerala
638006.0,Pallipalayam,Tamil Nadu
305003.0,Ajmer,Rajasthan
695504.0,Thiruvananthapuram,Kerala
516259.0,Kadapa,Andhra Pradesh
803212.0,Bakhtiarpur,Bihar
680519.0,Chiramanangad,Kerala
212109.0,Sikandra Allahabad District,Uttar Pradesh
193201.0,Sopore,Jammu & Kashmir
360040.0,Atkot,Gujarat
486448.0,Sirmaur,Madhya Pradesh
572227.0,Turuvekere,Karnataka
342902.0,Gotan,Rajasthan
521213.0,Musunuru,Andhra Pradesh
415639.0,Ratnagiri,Maharashtra
416310.0,Palus,Maharashtra
380018.0,Ahmedabad,Gujarat
